"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_966","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideales_fam_Incertae_sedis",NA,NA
"ASV_967","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_968","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Burgoa","s__verzuoliana"
"ASV_969","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__letifera"
"ASV_970","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Podosphaera","s__fugax"
"ASV_971","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__canadensis"
"ASV_972","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_973","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Fomitopsis","s__pinicola"
"ASV_974","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__cryptophialidica"
"ASV_975","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Ilyonectria","s__robusta"
"ASV_976","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Lentitheciaceae_gen_Incertae_sedis",NA
"ASV_977","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremaceae","g__Papiliotrema","s__fusca"
"ASV_978","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","s__herbarum"
"ASV_979","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_980","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__protuberata"
"ASV_981","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"ASV_982","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Dactylonectria","s__macrodidyma"
"ASV_983","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_984","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Tricladiaceae","g__Tricladium","s__angustum"
"ASV_985","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_986","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_987","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Mrakia","s__frigida"
"ASV_988","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_989","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Absconditonia","s__rubra"
"ASV_990","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV_991","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Incrustoporiaceae","g__Tyromyces","s__chioneus"
"ASV_992","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Eustilbum","s__aureum"
"ASV_993","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Elmerina","s__caryae"
"ASV_994","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Cryptococcus","s__uniguttulatus"
"ASV_995","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__circinelloides"
"ASV_996","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_997","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_998","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae",NA,NA
"ASV_999","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"ASV_1000","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__sumatraense"
"ASV_1001","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1002","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_1003","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Melanodiplodia","s__tianschanica"
"ASV_1004","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__aureolatus"
"ASV_1005","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Skvortzovia","s__furfuracea"
"ASV_1006","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Diplodia",NA
"ASV_1007","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1008","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1009","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothiora","s__prunorum"
"ASV_1010","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__implicatum"
"ASV_1011","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA
"ASV_1012","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Toxicocladosporium","s__irritans"
"ASV_1013","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_1014","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"ASV_1015","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__armeniaca"
"ASV_1016","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_1017","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium","s__flexuosum"
"ASV_1018","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_1019","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Radulomycetaceae","g__Radulomyces","s__paumanokensis"
"ASV_1020","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_1021","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sake"
"ASV_1022","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1023","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_1024","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_1025","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Phylloscypha",NA
"ASV_1026","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__spinulosum"
"ASV_1027","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_1028","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1029","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1030","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1031","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__yunnanense"
"ASV_1032","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__vishniacii"
"ASV_1033","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_1034","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothiora",NA
"ASV_1035","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1036","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_1037","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales",NA,NA,NA
"ASV_1038","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis"
"ASV_1039","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera",NA
"ASV_1040","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1041","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1042","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__mucilaginum"
"ASV_1043","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__armoraciae"
"ASV_1044","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Bjerkandera","s__minispora"
"ASV_1045","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA
"ASV_1046","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__circinelloides"
"ASV_1047","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ASV_1048","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudogymnoascus",NA
"ASV_1049","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_1050","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Ilyonectria","s__liriodendri"
"ASV_1051","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_1052","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__subversicolor"
"ASV_1053","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1054","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__tephrensis"
"ASV_1055","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"ASV_1056","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__muriae"
"ASV_1057","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__luteofuscum"
"ASV_1058","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Lophiostoma","s__pseudomacrostomum"
"ASV_1059","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__larvis"
"ASV_1060","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1061","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dothidotthiaceae",NA,NA
"ASV_1062","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Stilbocrea","s__colubrensis"
"ASV_1063","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1064","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Minimelanolocus",NA
"ASV_1065","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella",NA
"ASV_1066","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Phaeothecales","f__Phaeothecaceae","g__Phaeothecaceae_gen_Incertae_sedis",NA
"ASV_1067","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__olsonii"
"ASV_1068","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Niesslia","s__tenuis"
"ASV_1069","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Bisifusarium","s__biseptatum"
"ASV_1070","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Dactylonectria","s__macrodidyma"
"ASV_1071","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__celerrima"
"ASV_1072","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__globispora"
"ASV_1073","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1074","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Verrucocladosporium","s__dirinae"
"ASV_1075","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_1076","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Apiognomonia",NA
"ASV_1077","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium",NA
"ASV_1078","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum"
"ASV_1079","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1080","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Thyridariaceae","g__Parathyridaria","s__clematidis"
"ASV_1081","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_1082","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Coniosporiales","f__Coniosporiaceae","g__Coniosporium",NA
"ASV_1083","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Plagiostoma",NA
"ASV_1084","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Thermoascaceae",NA,NA
"ASV_1085","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Arthrocladiella","s__mougeotii"
"ASV_1086","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__ruber"
"ASV_1087","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1088","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__naganensis"
"ASV_1089","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Septoria","s__glycinicola"
"ASV_1090","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1091","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Celotheliaceae","g__Neophaeomoniella",NA
"ASV_1092","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae",NA,NA
"ASV_1093","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1094","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1095","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_1096","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_1097","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"ASV_1098","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Stereum","s__sanguinolentum"
"ASV_1099","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1100","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1101","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1102","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Extremaceae","g__Paradevriesia","s__pseudoamericana"
"ASV_1103","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Terramycetaceae","g__Terramyces","s__subangulosus"
"ASV_1104","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Sporocadaceae","g__Sporocadus",NA
"ASV_1105","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Venturia",NA
"ASV_1106","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1107","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_1108","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Thysanorea","s__yunnanensis"
"ASV_1109","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis"
"ASV_1110","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1111","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__rosigena"
"ASV_1112","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__metachromatica"
"ASV_1113","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema","s__porulosum"
"ASV_1114","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Cerrenaceae","g__Cerrena","s__gilbertsonii"
"ASV_1115","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe",NA
"ASV_1116","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae",NA,NA
"ASV_1117","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1118","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_1119","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Sirobasidiaceae","g__Fibulobasidium","s__inconspicuum"
"ASV_1120","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_1121","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1122","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae","g__Ceramothyrium","s__carniolicum"
"ASV_1123","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Kretzschmaria","s__hedjaroudei"
"ASV_1124","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1125","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Typhulaceae","g__Typhula",NA
"ASV_1126","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__hibernica"
"ASV_1127","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Rhizophydiales_gen_Incertae_sedis",NA
"ASV_1128","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Mrakia","s__soli"
"ASV_1129","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_1130","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__orthopsilosis"
"ASV_1131","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Kabatiella",NA
"ASV_1132","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1133","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__centrifuga"
"ASV_1134","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1135","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Microcyclospora","s__malicola"
"ASV_1136","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__dehoogii"
"ASV_1137","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora",NA
"ASV_1138","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__sinensis"
"ASV_1139","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Tubakiaceae","g__Tubakia","s__dryinoides"
"ASV_1140","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothiora",NA
"ASV_1141","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_1142","k__Fungi","p__Ascomycota","c__Ascomycota_cls_Incertae_sedis","o__Ascomycota_ord_Incertae_sedis","f__Ascomycota_fam_Incertae_sedis","g__Hormodochis","s__aggregata"
"ASV_1143","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1144","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_1145","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1146","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_1147","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1148","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium",NA
"ASV_1149","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria",NA
"ASV_1150","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria",NA
"ASV_1151","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1152","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1153","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera",NA
"ASV_1154","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora",NA
"ASV_1155","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Microcera",NA
"ASV_1156","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"ASV_1157","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudeurotiaceae_gen_Incertae_sedis",NA
"ASV_1158","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1159","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__coccineofulva"
"ASV_1160","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex","s__lacteus"
"ASV_1161","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1162","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_1163","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__floriforme"
"ASV_1164","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae",NA,NA
"ASV_1165","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__celerrima"
"ASV_1166","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia",NA
"ASV_1167","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium","s__cygneicollum"
"ASV_1168","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1169","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_1170","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_1171","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Pseudoophiobolus","s__pseudoitalicus"
"ASV_1172","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Rhinocladiella",NA
